Employee_ID,Name,Age,Gender,Department,Job_Role,Education_Level,Years_of_Experience,Monthly_Salary_USD,Work_Hours_Per_Week,Projects_Completed,Training_Hours,Attendance_Rate,Job_Satisfaction_Score,Performance_Score,Performance_Rating,Promotion_Last_Year
4709,2208,49,0,6,1,0,28,109190,53,2,28,91.24,9.09,92.3,1,1
4710,3435,24,1,2,3,2,1,49222,38,7,49,74.99,5.14,59.76,0,1
4711,6575,40,1,5,3,2,15,114439,42,6,27,90.75,6.28,87.73,1,1
4712,8629,25,0,0,0,2,1,112242,32,23,47,70.36,8.1,80.83,2,0
4713,9306,23,0,2,1,1,1,87430,58,19,21,91.24,7.04,80.95,2,0
4714,1312,22,1,6,2,2,1,68200,46,10,50,89.58,6.31,60.25,0,0
4715,1686,34,1,3,1,2,13,73332,43,6,32,93.94,6.24,78.74,2,1
4716,7417,31,1,5,5,0,5,112989,58,19,7,87.62,8.49,100,1,1
4717,1003,35,0,0,0,2,12,44638,39,1,13,77.52,7.65,57.39,0,0
4718,2407,25,0,4,0,3,1,155850,30,23,16,74.04,9.92,86.72,1,1
4719,398,47,0,0,5,1,25,112689,42,4,43,88.66,9.36,92.42,1,1
4720,2713,48,0,4,4,2,23,121600,30,8,20,98.06,10,87.93,1,1
4721,8996,45,1,5,3,1,18,82823,60,11,18,88.87,8.73,81.34,2,0
4722,2508,22,0,2,4,1,1,145373,36,20,27,85.31,8.98,93.07,1,1
4723,2493,36,1,3,1,1,9,49323,56,7,0,79.98,5.52,62.7,0,0
4724,6110,37,0,5,1,1,17,70012,59,13,6,84.71,6.68,68.52,0,0
4725,3468,47,1,1,1,0,24,127252,32,22,28,85.46,10,100,1,1
4726,7337,22,0,0,1,1,1,104326,36,19,20,74.85,7.95,75.47,2,1
4727,6033,50,0,2,3,2,25,77338,32,1,40,74.66,7.81,71.68,2,1
4728,4253,50,0,0,0,2,25,153549,33,14,47,86.82,8.9,100,1,1
4729,6063,36,1,4,4,0,12,147468,52,7,67,95.24,9.97,93.18,1,1
4730,8530,30,1,6,4,2,9,165278,30,15,79,72.12,10,100,1,1
4731,5983,56,0,6,5,0,35,130610,32,17,44,77.84,10,100,1,1
4732,2653,29,1,3,1,0,2,65886,47,7,9,86.37,4.9,75.24,2,0
4733,8038,35,0,2,4,0,13,110446,44,24,40,73.29,10,100,1,1
4734,469,31,0,0,0,0,11,152937,47,12,59,80.59,8.29,86.17,1,1
4735,3395,26,0,6,2,0,4,158415,51,18,14,87.63,9.58,90.36,1,1
4736,5371,28,1,0,4,0,7,34612,36,1,8,78.71,5.34,42.7,3,0
4737,5262,45,0,1,4,1,18,129139,48,10,23,99.97,9.57,93.1,1,1
4738,7909,46,1,5,5,0,24,115139,56,4,56,87.63,6.7,80.67,2,1
4739,2322,40,1,0,5,0,13,159318,32,13,50,78.61,9.25,89.63,1,1
4740,7658,42,1,2,1,1,22,95333,53,14,59,71.45,9.73,100,1,1
4741,4675,29,1,4,5,2,2,96095,38,3,63,90.3,8.06,74.74,2,1
4742,8599,38,1,2,0,0,11,48233,36,5,58,72.17,3.13,59.79,0,0
4743,4910,50,0,2,0,1,28,134823,56,18,6,98.64,9.89,100,1,1
4744,2325,57,1,5,2,1,30,121109,50,5,58,72.16,10,100,1,1
4745,2940,35,1,5,0,0,13,134375,49,21,78,96.17,10,100,1,1
4746,2732,42,0,5,1,2,15,149130,47,24,76,98.43,9.39,100,1,1
4747,9190,59,0,1,4,0,39,169926,48,23,26,76.9,10,100,1,1
4748,1012,33,0,0,5,0,11,79956,31,3,31,82.59,7.4,57.78,0,0
4749,2277,37,0,1,1,2,16,178968,55,22,75,92.95,8.94,100,1,1
4750,9042,33,1,6,5,0,9,94264,43,15,59,80.85,10,98.99,1,1
4751,716,47,0,1,4,0,23,148527,30,20,2,99.16,10,100,1,1
4752,4880,30,0,1,2,2,5,43647,59,4,25,85.05,4.77,51.5,3,0
4753,986,50,1,1,5,0,26,179644,31,14,78,92.58,10,100,1,1
4754,6643,33,0,3,4,2,11,69725,32,2,25,97.36,6.6,57.81,0,0
4755,1331,43,0,5,2,2,19,104472,48,19,29,77.47,10,100,1,1
4756,9339,27,0,2,5,2,2,75792,52,17,31,70.79,6.9,73.04,2,1
4757,7118,48,1,3,0,0,28,103853,33,21,1,81.16,10,100,1,1
4758,1212,30,1,3,3,0,10,156290,49,13,13,98.74,9.65,100,1,1
4759,3316,47,0,5,3,0,25,140637,40,11,72,99.75,10,100,1,1
4760,2027,46,0,3,3,0,19,125034,52,18,21,73.1,10,100,1,1
4761,6501,51,1,4,1,0,25,113855,55,10,68,89.12,10,100,1,1
4762,920,29,0,6,2,0,5,64554,56,7,48,81.78,7.55,73.19,2,1
4763,4354,36,0,2,0,0,11,152578,43,6,63,94.44,10,90.21,1,1
4764,5599,41,1,0,3,0,21,97709,41,6,49,92.78,8.87,96.78,1,1
4765,1531,30,0,1,0,0,7,128044,36,24,46,70.71,8.67,100,1,1
4766,2020,40,0,6,4,0,19,78132,39,3,15,71.13,6.38,74.84,2,0
4767,4439,41,1,3,3,0,15,178343,54,24,19,78.29,10,100,1,1
4768,9345,27,0,5,5,2,2,156056,46,17,68,78.87,10,100,1,1
4769,2707,40,1,4,4,0,16,108429,50,10,62,82.33,10,97.9,1,1
4770,5830,51,0,1,1,2,28,130150,30,13,60,88.31,10,100,1,1
4771,5534,22,0,3,4,2,1,77870,49,4,42,97.84,8.07,75.04,2,0
4772,2032,34,0,4,5,1,8,56283,42,3,34,75.44,5.65,63.99,0,0
4773,3134,23,1,3,2,0,1,112737,46,19,67,82.35,8.95,100,1,1
4774,8980,51,0,5,5,2,26,106587,45,3,67,71.58,10,100,1,1
4775,2340,26,1,5,1,0,1,131333,38,14,58,97.28,9.1,92.17,1,1
4776,2395,56,1,5,2,3,30,123298,34,16,32,96.06,10,100,1,1
4777,1734,34,0,0,1,2,8,93602,51,17,76,79.46,9.24,100,1,1
4778,5947,48,1,1,5,0,21,129364,32,15,22,95.64,10,96.84,1,1
4779,5168,30,0,4,3,0,4,160023,50,21,14,92.91,9.25,100,1,1
4780,6759,59,0,4,1,0,36,130641,49,15,6,95.57,10,100,1,1
4781,4807,34,1,2,1,2,11,36699,54,3,2,80.44,4.49,48.93,3,0
4782,5332,46,1,2,5,1,25,119055,55,14,40,99.69,8.4,100,1,1
4783,5998,25,1,2,3,0,5,157358,42,20,74,79.99,10,100,1,1
4784,650,55,1,3,3,0,32,164084,52,18,44,99.66,8.94,100,1,1
4785,6236,32,1,1,3,0,5,110595,37,9,49,99.03,9.38,84.06,2,0
4786,2668,42,0,6,0,0,16,95033,35,6,37,84.7,9.12,73.94,2,1
4787,3645,38,1,3,1,0,17,74570,47,5,28,81.18,8.87,77.99,2,1
4788,2968,35,1,4,1,0,9,89790,40,3,52,92.06,8.62,76.36,2,1
4789,6101,40,1,4,3,0,17,153759,43,23,50,71.15,10,100,1,1
4790,7614,46,0,0,2,2,24,63834,36,5,29,76.44,6.49,72.84,2,1
4791,495,49,0,1,1,0,22,157020,54,19,61,73.67,8.85,100,1,1
4792,3225,52,1,6,4,0,32,129627,50,24,61,92.88,10,100,1,1
4793,8373,41,1,0,3,0,20,90318,33,21,13,72.8,10,100,1,1
4794,8331,50,0,4,1,0,23,147885,30,7,49,76.12,10,97.44,1,1
4795,8915,53,1,5,3,2,31,133223,53,20,30,80.97,10,100,1,1
4796,5555,39,1,3,3,2,13,141139,41,12,60,80.28,9.26,100,1,1
4797,1493,38,0,6,1,2,15,105680,55,8,54,88.54,8.49,83.18,2,0
4798,2241,39,0,1,4,2,18,155478,46,23,35,87.89,9.43,100,1,1
4799,3278,26,1,6,4,3,1,103072,51,8,65,74.75,6.91,71.56,2,1
4800,6542,54,1,2,0,0,34,95057,51,17,53,78.67,10,100,1,1
4801,875,38,1,5,2,3,11,156936,59,18,30,91.51,10,100,1,1
4802,3066,24,1,5,3,2,1,63017,36,17,37,71.5,7.74,67.01,0,0
4803,5733,40,0,2,5,2,13,153858,59,19,69,80.8,10,100,1,1
4804,4110,35,1,4,3,1,8,109472,31,15,79,88.38,10,100,1,1
4805,5489,52,0,4,4,2,32,164016,58,9,9,92.88,9.96,90.7,1,1
4806,8471,35,0,5,5,2,8,59797,46,6,32,77.68,5.93,63.55,0,0
4807,4510,49,1,1,4,0,26,149502,48,15,73,97.01,10,100,1,1
4808,6510,44,0,0,0,2,19,106257,54,11,51,72.05,9.36,100,1,1
4809,1989,42,0,0,1,2,21,83888,54,4,20,71.32,7.67,71.81,2,0
4810,2380,30,1,3,5,1,9,153354,37,18,74,76.18,10,100,1,1
4811,2057,43,0,3,5,1,23,160936,52,7,52,78.07,8.23,94.37,1,1
4812,3819,55,0,4,1,0,35,157562,58,4,47,92.11,9.94,99.43,1,1
4813,6140,31,1,3,0,1,7,112845,41,12,64,93.46,9.81,100,1,1
4814,1776,57,1,3,2,0,30,101875,60,19,59,98.22,10,100,1,1
4815,14,57,1,5,3,0,36,94631,41,19,5,91.93,8.13,100,1,1
4816,1870,49,0,4,1,0,27,111922,54,22,36,91.11,8.43,100,1,1
4817,8095,33,0,4,5,0,7,145485,56,24,17,78.16,9.36,92.05,1,1
4818,2470,22,1,0,3,0,1,156699,56,19,77,74.27,9.72,100,1,1
4819,5874,51,0,4,5,0,31,136375,42,23,75,75.16,9.47,100,1,1
4820,8455,56,0,6,3,0,32,92091,37,6,13,78.87,6.81,73.55,2,1
4821,4444,57,1,1,0,0,33,125923,42,7,71,73.02,10,100,1,1
4822,1110,57,0,1,5,0,31,158258,46,3,32,77.31,8.7,86.24,1,1
4823,7921,39,0,5,2,1,19,96215,53,7,54,99.55,9.24,91.69,1,1
4824,5789,53,0,2,2,0,28,154285,42,3,25,70.39,10,91.16,1,1
4825,6747,58,0,4,5,0,34,78426,53,4,5,88.68,9.43,81.65,2,1
4826,1554,51,1,4,3,0,31,133003,45,11,74,98.52,7.98,100,1,1
4827,3355,31,0,1,4,1,5,152822,38,19,44,70.8,9.27,87.2,1,1
4828,5071,46,0,3,4,1,21,139823,60,19,1,96.32,10,100,1,1
4829,3883,53,1,2,0,0,29,133625,60,14,46,77.54,8.76,100,1,1
4830,5030,55,1,4,4,0,31,108213,56,22,68,80.71,9.21,100,1,1
4831,1646,48,0,6,3,2,26,124085,51,14,17,97.5,10,100,1,1
4832,6229,27,0,3,0,0,4,140999,30,23,45,76.98,8.25,90.28,1,1
4833,9077,34,1,3,2,1,13,137878,38,13,21,90.14,9.24,87.88,1,1
4834,5118,51,0,0,5,0,25,123003,44,13,19,84.83,10,100,1,1
4835,2177,39,0,4,1,0,16,95386,49,8,68,95.22,10,100,1,1
4836,6348,33,1,6,2,0,6,106459,46,19,32,87.13,10,94.56,1,1
4837,8817,54,1,4,0,2,27,157677,36,15,30,93.25,10,100,1,1
4838,9140,26,1,4,2,0,2,79241,45,5,63,79.94,8.55,83.82,2,1
4839,6213,42,0,5,0,2,19,79467,56,1,25,95.13,4.9,66.2,0,0
4840,959,57,0,0,2,1,32,72655,52,1,44,93.01,7.2,79.78,2,1
4841,6745,39,0,6,2,3,17,102687,49,10,7,78.17,8.03,75.1,2,1
4842,1868,23,1,6,0,2,3,104429,55,12,16,99.41,6.78,75.76,2,1
4843,8461,58,0,0,2,2,37,136459,46,14,9,88.49,9.82,100,1,1
4844,5294,59,1,1,5,0,33,95250,59,11,9,77.46,10,86.33,1,1
4845,4929,22,0,0,4,2,1,67943,52,16,13,97.75,8.43,81.32,2,0
4846,2599,58,0,6,5,2,32,172379,59,11,21,71.43,9.77,85.65,1,1
4847,8546,54,1,6,1,2,30,149073,43,8,66,97.25,9.5,100,1,1
4848,3604,23,0,2,0,1,1,113107,60,17,58,86.36,8.9,79.94,2,0
4849,7431,55,0,5,1,1,34,100923,45,20,59,97.59,10,100,1,1
4850,40,28,0,2,5,1,5,172506,38,22,0,82.78,10,100,1,1
4851,7340,58,0,5,2,0,32,107321,36,20,78,96.23,9.15,100,1,1
4852,5771,36,1,0,4,0,9,37624,50,2,7,77.48,5.14,48.39,3,0
4853,8441,45,1,4,0,0,22,160434,57,20,1,95.84,9.69,100,1,1
4854,7740,27,0,1,0,0,7,95227,35,20,59,86.61,10,100,1,1
4855,675,33,0,2,0,0,13,101370,44,14,36,95.83,8.48,100,1,1
4856,3802,36,1,0,1,0,11,126646,52,22,58,75.79,10,100,1,1
4857,7674,34,0,3,4,0,12,69587,43,1,39,79.73,7.55,64.89,0,0
4858,1762,28,0,6,0,2,7,99168,42,14,37,76.48,9.96,97.72,1,1
4859,8137,25,0,6,5,2,1,130689,50,22,4,87.64,10,100,1,1
4860,3521,59,0,4,0,0,32,95048,44,12,46,70.42,10,100,1,1
4861,783,28,0,5,4,1,2,92504,58,21,9,87.5,8.32,84.37,2,1
4862,4869,54,0,0,0,0,30,139349,36,19,14,86.87,9.7,100,1,1
4863,7566,27,1,3,1,2,4,152982,54,10,60,88.63,9.65,90.24,1,1
4864,5953,39,1,3,3,0,18,165418,32,15,73,86.6,9.78,100,1,1
4865,4229,38,0,6,1,0,12,69274,56,3,46,96.29,7.47,58.52,0,0
4866,6402,57,0,3,3,0,33,178941,38,8,49,75.93,9.82,100,1,1
4867,8521,44,1,2,5,2,20,67081,56,6,29,71.97,6.32,66.02,0,0
4868,7988,45,0,5,1,1,19,96893,37,16,24,80.83,8.95,100,1,1
4869,5104,47,0,2,1,0,23,140026,59,10,58,99.09,9.67,100,1,1
4870,6339,47,1,1,5,0,27,106658,40,5,52,70.01,9.16,93.92,1,1
4871,2970,22,0,0,0,1,1,98526,45,2,72,82.15,8.78,75.75,2,0
4872,246,59,0,2,3,2,37,92640,42,22,42,98.96,10,100,1,1
4873,3941,56,0,3,0,0,33,117461,50,5,27,89.88,9.09,99.75,1,1
4874,3183,40,1,4,3,1,17,165161,40,7,40,74.85,9,85.36,1,1
4875,7459,50,0,4,0,1,29,112943,49,22,58,71.1,10,100,1,1
4876,6624,25,1,3,2,2,1,35845,47,1,13,96.1,7.74,49.63,3,0
4877,7420,26,1,1,3,2,2,35413,45,1,28,80.8,4.29,41.06,3,0
4878,8216,29,0,6,1,2,3,137611,55,16,10,72.35,9.61,89.96,1,1
4879,5932,25,1,1,2,1,2,102643,39,19,56,70.09,7.27,81.34,2,0
4880,7872,35,0,1,2,2,13,157534,32,22,41,85.92,10,100,1,1
4881,5565,26,1,2,3,0,1,95577,50,14,64,93.27,9.95,97.64,1,1
4882,7394,59,0,2,5,0,39,97873,57,22,59,90.02,9.1,100,1,1
4883,5363,29,1,1,2,2,9,94253,51,5,11,93.42,7.81,72.29,2,0
4884,4838,29,0,2,3,0,2,107609,51,24,4,73.28,8.58,78.98,2,1
4885,5025,22,1,6,4,0,1,88623,40,10,79,94.07,9.61,83.12,2,1
4886,5573,22,0,3,0,2,1,67378,38,17,24,79.31,8.11,79.41,2,0
4887,5134,27,1,0,2,1,7,64384,35,4,53,78.07,5.83,70.32,2,0
4888,1002,31,1,0,1,2,8,63379,52,7,0,98.06,4.72,56.49,0,0
4889,7658,31,1,3,5,0,10,163860,60,17,16,97.71,8.57,94.97,1,1
4890,5345,39,1,6,4,2,18,79712,43,1,27,80.25,5.95,59.76,0,0
4891,7841,53,1,0,4,0,26,73775,48,3,16,93.16,6.47,68.05,0,0
4892,5245,41,0,6,1,0,17,95892,47,17,17,81.06,7.82,89.84,1,1
4893,5360,58,0,4,3,3,37,91410,40,11,2,75.89,10,100,1,1
4894,7286,24,1,6,1,0,1,80528,30,19,3,76.68,6.21,70.79,2,1
4895,4707,25,0,2,4,0,5,94161,35,17,24,89.52,8.67,84.44,2,1
4896,5686,41,1,4,4,0,15,93847,59,19,15,94.1,10,100,1,1
4897,926,58,1,2,3,3,34,179436,56,14,45,81.73,9.48,100,1,1
4898,4869,44,0,5,4,1,22,114399,32,5,70,80.18,9.69,92.12,1,1
4899,8577,49,1,4,3,1,22,133579,47,20,43,77.71,10,100,1,1
4900,89,42,1,2,3,0,16,62579,57,1,72,81.51,7.06,59.98,0,0
4901,6506,55,1,1,1,2,28,95924,44,11,15,92.39,7.65,100,1,1
4902,567,51,1,2,2,0,24,91130,55,21,9,72.33,9.22,99.88,1,1
4903,236,34,1,3,5,1,14,141636,44,11,10,98.43,9.35,85.76,1,1
4904,1780,31,0,0,4,0,8,145099,42,20,1,93.29,8.88,100,1,1
4905,2012,47,0,4,0,0,24,171801,40,7,4,81.3,10,88.19,1,1
4906,61,26,1,5,1,0,1,55664,48,12,30,76.37,6,63.98,0,0
4907,8162,52,1,4,4,3,26,177472,56,17,73,77.82,7.88,100,1,1
4908,257,29,1,3,2,1,2,167331,52,22,68,82.59,10,100,1,1
4909,826,34,0,3,0,2,7,152962,37,16,64,89.33,8.44,97.23,1,1
4910,5314,24,0,4,1,0,1,45683,52,3,4,92.14,4.23,40,3,0
4911,3995,41,0,3,1,2,17,113184,52,17,7,88.1,10,96.72,1,1
4912,4677,23,0,3,4,0,1,151281,48,15,54,71.75,9.18,87.78,1,1
4913,6570,45,1,5,4,2,23,117944,58,18,57,81.41,10,100,1,1
4914,316,22,0,6,3,0,1,118107,37,19,26,83.66,8.08,74.53,2,1
4915,2701,47,0,0,0,1,22,148843,35,12,46,96.75,9.3,100,1,1
4916,5110,52,0,0,3,0,31,78204,54,4,11,71.33,5.66,70.62,2,0
4917,1920,34,0,4,4,0,10,118814,56,16,35,94.1,8.3,82.96,2,1
4918,5342,57,1,3,5,3,33,161132,43,22,10,71.47,9.32,100,1,1
4919,3461,31,1,6,2,2,11,49097,57,1,49,71.24,6.4,58.08,0,0
4920,8836,24,0,3,2,0,4,78305,31,13,32,73.4,6.86,69.87,0,1
4921,4907,37,0,4,2,0,12,66115,49,4,15,82.34,6.53,71.18,2,0
4922,3772,25,0,5,2,1,1,74850,59,21,41,71.19,7.53,75.04,2,0
4923,1578,26,1,0,5,0,1,156728,36,24,17,94.74,9.72,100,1,1
4924,7163,52,1,2,0,2,27,100911,42,20,19,89.67,10,100,1,1
4925,523,26,1,2,4,2,1,69793,47,2,74,79.16,8.81,70.15,2,1
4926,5707,38,0,3,1,2,18,129688,58,21,45,97.6,9.26,100,1,1
4927,3235,43,1,2,5,1,19,107360,44,9,6,92.37,9.21,85.03,1,1
4928,6391,22,0,2,0,0,1,129613,41,22,47,80.41,10,100,1,1
4929,771,41,0,3,2,2,18,102797,58,16,37,86.42,9.49,100,1,1
4930,8747,56,0,4,0,0,29,117260,42,11,41,72.69,10,100,1,1
4931,8781,43,0,6,1,0,19,160650,50,13,24,70.57,8.77,90.97,1,1
4932,2040,51,0,2,3,3,24,44538,49,5,12,73.17,5.64,66.9,0,1
4933,8001,52,0,2,0,0,25,80553,59,3,16,73.18,7.79,74.94,2,0
4934,2866,45,1,2,4,1,19,118911,58,10,8,73.11,7.13,75.25,2,0
4935,6430,35,1,5,1,2,10,178767,55,17,43,95.12,9.24,100,1,1
4936,7865,51,1,4,0,0,27,139513,52,2,75,91.84,8.6,100,1,1
4937,7329,37,1,3,1,1,11,138279,32,17,71,76.9,10,95.84,1,1
4938,3533,22,0,5,5,0,1,157218,39,14,78,91.28,10,98.7,1,1
4939,3709,38,0,6,1,2,17,109038,31,8,67,74.75,7.12,91.98,1,1
4940,2723,38,1,4,0,0,16,156401,43,23,42,91.45,8.38,100,1,1
4941,6254,32,0,1,1,0,10,97143,43,20,28,81.29,7.44,96.78,1,1
4942,3341,45,1,6,5,2,21,97026,60,12,19,72.86,8.64,74.08,2,0
4943,3957,24,0,4,3,0,1,124162,39,13,73,89.6,8.84,93.01,1,1
4944,3277,46,1,2,0,1,22,176387,52,24,37,71.5,10,100,1,1
4945,853,39,0,3,2,0,17,172148,46,11,58,94.52,8.84,100,1,1
4946,2505,33,0,6,3,0,7,170404,38,1,79,87.35,9.66,85.51,1,1
4947,5717,23,1,2,2,1,1,65927,52,6,32,97.26,6.01,60.98,0,0
4948,7811,44,0,0,2,0,23,139360,57,20,1,77.4,10,100,1,1
4949,6071,36,0,0,2,0,14,165601,46,16,62,83.21,9.82,100,1,1
4950,3361,43,0,2,5,2,20,105285,55,19,42,86.16,10,100,1,1
4951,854,42,0,3,2,2,19,151593,34,21,36,76.96,8.91,100,1,1
4952,8185,45,0,3,0,0,20,92698,56,15,60,85.67,10,100,1,1
4953,624,57,1,0,1,2,34,133820,59,23,32,84.08,9.54,100,1,1
4954,677,52,1,5,0,2,32,156978,50,8,29,90.92,10,100,1,1
4955,4401,43,1,6,1,3,17,166321,49,8,55,77.3,9.49,90.58,1,1
4956,4039,56,0,0,3,0,34,158493,41,10,41,93.14,9.89,100,1,1
4957,497,54,1,1,2,2,30,93067,49,1,45,71.79,9.76,94.23,1,1
4958,5585,45,0,6,1,0,22,132656,51,17,23,72.04,10,100,1,1
4959,1232,51,0,0,5,0,28,102311,44,13,70,94.82,9.16,100,1,1
4960,5992,54,0,6,2,0,30,142552,59,14,44,87.96,9.19,100,1,1
4961,8359,41,0,3,0,2,14,82871,37,1,34,87.67,6.9,75.99,2,0
4962,6000,52,1,5,5,2,32,144915,34,18,8,77.9,8.9,100,1,1
4963,1707,29,1,5,2,1,2,50614,31,15,50,73.18,5.86,66.59,0,1
4964,2742,59,1,5,2,2,36,161656,57,19,36,72.33,10,100,1,1
4965,6706,47,0,5,2,2,26,60117,38,5,28,76.37,6.45,81.07,2,1
4966,1487,51,0,4,0,2,27,121473,55,22,39,93.94,10,100,1,1
4967,8774,31,1,4,5,2,11,91044,37,20,70,85.89,10,100,1,1
4968,5827,58,0,0,0,0,32,179107,49,17,37,93.48,10,100,1,1
4969,8261,26,0,1,2,2,5,108972,35,9,65,97.27,10,98.02,1,1
4970,3875,55,1,2,0,0,29,94917,54,9,56,84.88,8.46,91.33,1,1
4971,3643,40,0,3,1,0,19,142910,58,11,72,98.24,10,100,1,1
4972,7816,36,1,2,1,1,11,36614,31,2,19,71.55,6.27,54.52,3,0
4973,7707,44,0,0,5,2,22,118244,37,23,16,72.86,10,100,1,1
4974,1421,23,0,6,2,0,1,46713,31,6,50,82.32,7.35,58.12,0,0
4975,394,59,0,2,5,0,36,164230,55,13,60,90.92,10,100,1,1
4976,1353,47,1,6,4,0,23,140103,53,9,72,99.41,10,100,1,1
4977,6793,59,1,5,0,0,35,95987,46,11,58,80.19,10,100,1,1
4978,6765,54,0,3,2,0,31,155341,58,7,42,74.65,8.84,97.9,1,1
4979,5648,47,0,1,5,0,25,111178,56,1,77,99.19,10,98.16,1,1
4980,5229,50,0,2,4,0,25,94828,48,23,70,95.23,9.26,100,1,1
4981,4288,58,0,5,0,1,35,107340,44,18,43,81.21,8.85,100,1,1
4982,8036,38,0,2,5,0,18,154143,34,5,74,83.45,10,100,1,1
4983,955,45,1,6,2,0,19,125638,35,17,55,70.26,9.94,100,1,1
4984,3152,51,0,5,2,0,28,162162,31,22,1,89.55,10,100,1,1
4985,2892,38,1,1,5,1,17,109719,49,15,10,87.36,9,100,1,1
4986,3699,36,0,4,3,0,12,125822,44,18,31,85.06,10,100,1,1
4987,8447,54,0,0,5,1,34,171121,44,14,33,84.63,8.54,100,1,1
4988,7905,29,0,1,1,0,7,125743,35,17,42,91.29,8.77,100,1,1
4989,6136,42,1,6,4,0,17,86987,48,2,68,71.65,8.33,73.69,2,0
4990,3440,43,0,0,1,0,20,129093,33,12,20,89.37,10,89.37,1,1
4991,2643,39,0,2,1,0,17,175783,51,20,56,73.21,9.35,100,1,1
4992,3286,52,1,1,1,0,30,132329,54,16,5,77.62,8.95,100,1,1
4993,3708,34,1,1,3,2,8,135421,53,23,31,74.42,8.57,87.22,1,1
4994,7667,35,0,2,0,0,8,137241,58,16,23,85.42,9.42,98.56,1,1
4995,6398,57,1,2,1,2,31,101810,39,15,73,86.39,10,100,1,1
4996,7520,53,0,4,5,0,27,150167,41,9,39,91.87,9.29,94.03,1,1
4997,373,30,0,0,2,0,6,45470,32,1,13,84.22,4.82,46.04,3,0
4998,3602,28,1,1,1,0,5,61585,40,6,14,76.41,7.21,69.01,0,0
4999,7339,23,0,5,3,0,1,40944,60,9,75,70.48,4.58,55.43,0,0
5000,9282,28,0,5,4,3,3,118377,46,9,16,85.1,8.03,72.47,2,1
5001,7324,24,1,5,2,3,2,35096,53,5,37,72.62,4.27,52.06,3,0
5002,5401,45,1,5,5,0,23,102634,38,19,56,75.39,9.61,100,1,1
5003,894,44,0,3,0,2,23,106351,51,6,79,89.39,9.23,100,1,1
5004,8701,53,0,0,1,1,32,169374,58,10,22,95.17,10,98.41,1,1
5005,3289,56,0,3,5,0,29,163753,38,18,57,93.23,10,100,1,1
5006,6966,40,1,3,3,1,15,147470,44,18,1,88,9.97,100,1,1
5007,1607,54,1,3,1,0,32,131237,35,21,37,78.49,9.94,100,1,1
5008,4717,58,0,2,1,0,37,108481,36,7,62,99.22,10,100,1,1
5009,7267,49,1,3,0,2,28,149890,47,11,77,92.8,10,100,1,1
5010,6748,50,1,4,0,0,30,148113,33,6,65,78.46,10,97.04,1,1
5011,8007,44,1,0,1,2,17,139656,49,14,13,98.18,10,100,1,1
5012,4550,31,0,0,3,0,9,115234,46,16,7,94.16,9.38,100,1,1
5013,7218,51,0,1,4,0,29,161101,38,14,72,76.9,10,100,1,1
5014,7772,49,1,3,2,0,28,158008,33,20,74,77.74,10,100,1,1
5015,3555,55,1,6,4,2,29,168827,38,12,36,93.5,10,100,1,1
5016,1062,53,0,0,3,3,32,160530,49,22,5,85.54,8.97,100,1,1
5017,9343,49,1,4,2,2,26,58165,30,1,10,80.53,7.15,64.7,0,0
5018,6533,38,0,2,2,2,17,100075,37,5,77,93.08,8.25,79.89,2,1
5019,7467,50,0,0,5,0,25,144855,44,14,0,96.73,10,96.82,1,1
5020,5951,54,1,0,4,1,30,97789,36,8,49,86.91,9.37,100,1,1
5021,8037,47,0,5,1,1,25,143590,35,22,3,77.54,9.35,100,1,1
5022,683,53,0,3,0,0,30,92858,35,6,32,83,10,90.47,1,1
5023,6696,34,1,5,2,2,10,175961,40,21,71,82.87,10,100,1,1
5024,5432,47,1,5,4,2,24,126157,39,12,12,80.09,9.65,88.81,1,1
5025,7960,52,0,3,4,0,28,125779,45,18,67,81.07,10,100,1,1
5026,1982,57,0,3,1,0,33,112561,34,15,69,85.97,10,100,1,1
5027,2984,27,0,4,4,0,1,96240,45,17,71,97.17,10,100,1,1
5028,2215,54,0,6,1,0,33,162035,35,6,72,83.08,10,100,1,1
5029,4068,59,1,1,1,1,33,168802,52,9,10,99.65,9.83,100,1,1
5030,4761,56,1,3,4,0,33,121145,41,24,38,74.41,10,100,1,1
5031,3229,39,0,3,4,3,18,69755,48,1,67,78.17,7.35,69.82,0,1
5032,6918,22,1,6,3,2,1,40821,58,5,27,87.57,5.05,40,3,0
5033,7172,36,0,6,1,0,11,79281,50,3,66,89.56,8.43,84.52,2,1
5034,1673,34,1,6,4,2,8,82645,56,11,34,75.44,7.47,80.74,2,1
5035,8190,47,0,2,0,0,24,114416,55,11,41,82.12,10,100,1,1
5036,4925,38,0,2,1,0,16,132475,35,9,74,81.02,6.42,87.82,1,1
5037,5143,27,0,3,0,0,1,111831,30,17,68,83.81,10,91.86,1,1
5038,8709,46,0,1,5,0,24,143439,57,21,30,99.17,10,100,1,1
5039,1589,43,1,6,4,0,23,134903,55,8,63,71.8,8.43,93.48,1,1
5040,607,49,1,3,0,2,27,107552,34,9,63,80.84,9.71,97.65,1,1
5041,9263,32,0,3,0,3,6,107959,49,23,25,89.22,10,100,1,1
5042,6405,41,1,1,4,2,16,102236,44,19,64,98.62,10,100,1,1
5043,4579,33,0,2,2,1,7,76999,37,10,47,75.83,8.39,75.13,2,1
5044,4731,34,0,1,0,0,7,139425,50,23,43,89.45,9.95,100,1,1
